date,pm25,pm10,o3,no2,so2,co
2021/11/17, 58, 40, 14, 16, 12, 4
2021/11/18, 88, 58, 14, 19, 12, 8
2021/11/19, 142, 37, 14, 13, 13, 3
2021/11/20, 91, 14, 14, 7, 12, 3
2021/11/21, 34, 19, 14, 17, 12, 6
2021/11/22, 47, 42, 14, 22, 13, 9
2021/11/23, 92, 37, 13, 17, 13, 8
2021/11/24, 85, 29, 13, 12, 11, 3
2021/11/25, 65, 14, 13, 10, 11, 4
2021/11/26, 48, 34, 13, 11, 12, 8
2021/11/27, 81, 44, 13, 15, 13, 9
2021/11/28, 90, 60, 14, 15, 13, 17
2021/11/29, 128, 77, 13, 14, 14, 20
2021/11/30, 156, 67, 13, 12, 14, 14
2021/12/1, 138, 10, 13, 12, 12, 3
2021/12/2, 25, 14, 13, 15, 12, 6
2021/12/3, 38, 39, 13, 15, 12, 7
2021/12/4, 83, 56, 13, 20, 13, 10
2021/12/5, 123, 45, 13, 21, 13, 9
2021/12/6, 94, 60, 13, 20, 13, 15
2021/12/7, 131, 84, 13, 23, 13, 14
2021/12/8, 170, 79, 13, 18, 13, 11
2021/12/9, 168, 24, 13, 15, 12, 5
2021/12/10, 61, 47, 13, 15, 12, 15
2021/12/11, 104, 66, 13, 19, 11, 13
2021/12/12, 155, 61, 13, 22, 11, 5
2021/12/13, 151, 59, 13, 21, 12, 6
2021/12/14, 147, 57, 13, 20, 12, 6
2021/12/15, 146, 55, 13, 19, 12, 8
2021/12/16, 130, 74, 13, 22, 13, 12
2021/12/17, 160, 67, 13, 20, 13, 7
2021/12/18, 157, 41, 13, 14, 13, 6
2021/12/19, 99, 34, 13, 13, 14, 11
2021/12/20, 87, 67, 13, 13, 14, 14
2021/12/21, 150, 12, 13, 11, 12, 3
2021/12/22, 30, 9, 13, 17, 12, 3
2021/12/23, 20, , 13, 23, 12, 6
2021/12/25, 79, 35, 13, 25, 12, 6
2021/12/26, 83, 42, 13, 27, 13, 8
