date,pm25,pm10,o3,no2,so2,co
2021/12/27, 91, 33, 13, 24, 13, 9
2021/12/28, 75, 56, 13, 20, 14, 14
2021/12/29, 121, 55, 13, 22, 13, 13
2021/12/30, 127, 63, 13, 20, 14, 12
2021/12/31, 153, 80, 13, 15, 14, 16
2022/1/1, 171, 35, 13, 18, 14, 5
2022/1/2, 93, , , , , 
2021/7/1, 31, 1, , 10, , 
2021/7/2, 1, , , , , 
2021/4/1, 92, 46, , , , 5
2021/4/2, 80, 24, , , , 2
2021/4/3, 42, 18, , , , 2
2021/4/4, 40, 30, , , , 5
2021/4/5, 61, 27, , , , 2
2021/4/6, 48, 24, , , , 4
2021/4/7, 43, 53, , , , 8
2021/4/8, 77, 67, , , , 7
2021/4/9, 89, 29, , , , 3
2021/4/10, 44, 37, , , , 6
2021/4/11, 73, 51, , , , 4
2021/4/12, 95, 27, , , , 4
2021/4/13, 53, 23, , , , 3
2021/4/14, 48, 16, , , , 3
2021/4/15, 36, 36, , , , 7
2021/4/16, 65, 37, , , , 5
2021/4/17, 66, 45, , , , 5
2021/4/18, 77, 50, , , , 2
2021/4/19, 70, 53, , , , 3
2021/4/20, 69, 42, , , , 5
2021/4/21, 61, 25, , , , 3
2021/4/22, 45, 19, , , , 2
2021/4/23, 31, 52, , , , 3
2021/4/24, 70, 43, , , , 3
2021/4/25, 67, 44, , , , 4
2021/4/26, 72, 27, , 10, , 3
2021/4/27, 46, 33, , 12, , 4
2021/4/28, 58, 43, , 12, , 4
2021/4/29, 65, 43, , , , 3
2021/4/30, 67, 35, , , , 2
2021/5/1, 62, 28, , , , 2
2021/5/2, 57, 19, , , , 2
2021/5/3, 47, 21, , , , 2
2021/5/4, 43, 23, , , , 2
2021/5/5, 37, 12, , , , 3
2021/5/6, 29, 17, , , , 2
2021/5/7, 40, 20, , , , 2
2021/5/8, 41, 21, , , , 2
2021/5/9, 51, 12, , , , 
2021/5/10, 22, 13, , , , 2
2021/5/11, 22, 19, , , , 3
2021/5/12, 44, 32, , , , 4
2021/5/13, 59, 39, , , , 4
2021/5/14, 65, 44, , , , 3
2021/5/15, 67, 40, , , , 3
2021/5/16, 58, 37, , , , 2
2021/5/17, 55, 29, , , , 2
2021/5/18, 46, 25, , , , 2
2021/5/19, 41, 26, , , , 1
2021/5/20, 45, 58, , , , 3
2021/5/21, 72, 97, , , , 4
2021/5/22, 106, 65, , , , 3
2021/5/23, 71, 26, , , , 1
2021/5/24, 29, 25, , , , 1
2021/5/25, 25, 19, , , , 1
2021/5/26, 29, 15, , , , 1
2021/5/27, 32, 24, , , , 3
2021/5/28, 49, 28, , , , 3
2021/5/29, 57, 24, , , , 1
2021/5/30, 40, 23, , , , 3
2021/5/31, 34, 34, , , , 2
2021/6/1, 48, 44, , , , 2
2021/6/2, 57, 18, , , , 1
2021/6/3, 21, 14, , , , 2
2021/6/4, 21, 14, , , , 2
2021/6/5, 29, 11, , , , 2
2021/6/6, 25, 8, , , , 2
2021/6/7, 16, 14, , , , 2
2021/6/8, 26, 22, , , , 3
2021/6/9, 45, 22, , , , 4
2021/6/10, 53, 16, , , , 2
2021/6/11, 37, 17, , , , 2
2021/6/12, 40, 16, , , , 2
2021/6/13, 38, 10, , , , 2
2021/6/14, 23, 27, , , , 4
2021/6/15, 51, 35, , , , 3
2021/6/16, 60, 43, , , , 16
2021/6/17, 64, 29, , , , 
2021/6/18, 37, 49, , , , 
2021/6/19, 60, 50, , , , 
2021/6/20, 59, 69, , , , 
2021/6/21, 74, 93, , 15, , 
2021/6/22, 96, 56, 8, 15, , 
2021/6/23, 58, 54, 13, 12, , 
2021/6/24, 58, 56, 14, 12, , 
2021/6/25, 63, 48, 10, 14, , 
2021/6/26, 55, 42, 15, 9, , 
2021/6/27, 54, 40, 12, 7, , 
2021/6/28, 56, 34, 13, 7, , 
2021/6/29, 55, 27, , 6, , 
2021/6/30, 62, 13, , 9, , 
2021/1/4, 128, 38, , 11, , 5
2021/1/5, 100, 53, , 12, , 4
2021/1/6, 137, 77, , 16, , 8
2021/1/7, 167, 93, , 27, 1, 14
2021/1/8, 182, 88, , 29, 1, 18
2021/1/9, 169, 78, , 30, 1, 22
2021/1/10, 160, 64, , 14, 1, 10
2021/1/11, 133, 43, , 13, 2, 7
2021/1/12, 107, 68, , 12, 1, 10
2021/1/13, 159, 113, , 20, 8, 20
2021/1/14, 196, 90, , 13, 4, 16
2021/1/15, 170, 29, , 16, 2, 5
2021/1/16, 69, 49, , 21, , 14
2021/1/17, 107, 63, , 11, , 11
2021/1/18, 142, 10, , 8, , 4
2021/1/19, 24, 13, , 8, 1, 4
2021/1/20, 40, 12, , 8, , 3
2021/1/21, 30, 19, , 17, , 5
2021/1/22, 52, 44, , 23, , 9
2021/1/23, 97, 69, , 25, 1, 13
2021/1/24, 157, 81, , 27, 1, 13
2021/1/25, 166, 88, , 26, 1, 13
2021/1/26, 171, 81, , 28, 1, 17
2021/1/27, 159, 100, , 38, , 25
2021/1/28, 169, 90, , 23, , 17
2021/1/29, 162, 69, , 14, , 8
2021/1/30, 155, 37, , 12, , 6
2021/1/31, 91, 30, , 18, , 7
2021/2/1, 70, 56, , 23, , 14
2021/2/2, 120, 56, , 26, , 14
2021/2/3, 109, 67, , 24, , 16
2021/2/4, 145, 65, , 16, , 13
2021/2/5, 134, 21, , 9, , 4
2021/2/6, 41, 23, , 15, , 6
2021/2/7, 58, 37, , 15, , 6
2021/2/8, 85, 66, , , , 10
2021/2/9, 150, 43, , , , 8
2021/2/10, 89, 61, , , , 13
2021/2/11, 123, 58, , , , 12
2021/2/12, 115, 61, , , , 5
2021/2/13, 123, 16, , , , 4
2021/2/14, 32, 51, , , , 9
2021/2/15, 114, 47, , , , 4
2021/2/16, 111, 11, , , , 4
2021/2/17, 40, 6, , , , 2
2021/2/18, 17, 14, , , , 3
2021/2/19, 41, 26, , , , 3
2021/2/20, 69, 15, , , , 3
2021/2/21, 46, 30, , , , 4
2021/2/22, 74, 17, , , , 2
2021/2/23, 37, 15, , , , 2
2021/2/24, 32, 15, , , , 2
2021/2/25, 53, 34, , , , 5
2021/2/26, 89, 21, , , , 3
2021/2/27, 52, 27, , , , 4
2021/2/28, 55, 12, , , , 2
2021/3/1, 23, 10, , , , 2
2021/3/2, 23, 22, , , , 3
2021/3/3, 49, 13, , , , 2
2021/3/4, 24, 28, , , , 5
2021/3/5, 63, 21, , , , 3
2021/3/6, 49, 29, , , , 3
2021/3/7, 53, 13, , , , 3
2021/3/8, 28, 14, , , , 3
2021/3/9, 46, 18, , , , 3
2021/3/10, 47, 27, , , , 4
2021/3/11, 68, 11, , , , 3
2021/3/12, 41, 9, , , , 2
2021/3/13, 26, 16, , , , 3
2021/3/14, 51, 40, , , , 3
2021/3/15, 96, 37, , , , 3
2021/3/16, 96, 52, , , , 5
2021/3/17, 120, 48, , , , 6
2021/3/18, 93, 18, , , , 2
2021/3/19, 42, 14, , , , 3
2021/3/20, 35, 14, , , , 3
2021/3/21, 41, 18, , , , 3
2021/3/22, 56, 18, , , , 5
2021/3/23, 53, 44, , , , 8
2021/3/24, 83, 14, , , , 3
2021/3/25, 32, 9, , , , 
2021/3/26, 33, 17, , , , 3
2021/3/27, 41, 11, , , , 2
2021/3/28, 19, 13, , , , 3
2021/3/29, 34, 25, , , , 3
2021/3/30, 57, 38, , , , 4
2021/3/31, 84, 45, , , , 4
2020/10/1, 63, 34, , 9, , 2
2020/10/2, 60, 24, , 13, , 4
2020/10/3, 54, 31, , 12, , 4
2020/10/4, 56, 38, , 11, , 3
2020/10/5, 66, 18, , 11, , 1
2020/10/6, 46, 23, , 13, , 3
2020/10/7, 49, 24, , 15, , 4
2020/10/8, 50, 28, , 15, , 4
2020/10/9, 57, 38, , 14, , 5
2020/10/10, 69, 40, , 13, , 6
2020/10/11, 67, 44, , 16, , 6
2020/10/12, 76, 44, , 17, , 5
2020/10/13, 75, 50, , 17, , 8
2020/10/14, 85, 55, , 16, , 8
2020/10/15, 102, 54, , 19, , 8
2020/10/16, 96, 55, , 20, , 6
2020/10/17, 97, 59, , 20, , 6
2020/10/18, 112, 60, , 19, , 7
2020/10/19, 114, 46, , 7, , 2
2020/10/20, 67, 20, , 10, , 2
2020/10/21, 43, 19, , 9, , 4
2020/10/22, 53, 27, , 14, , 5
2020/10/23, 61, 33, , 17, 2, 7
2020/10/24, 69, 42, , 21, , 8
2020/10/25, 81, 53, , 19, 1, 10
2020/10/26, 90, 53, , 20, , 9
2020/10/27, 98, 55, , 17, , 6
2020/10/28, 106, 59, , 19, , 7
2020/10/29, 123, 63, , 25, , 18
2020/10/30, 134, 77, , 27, 1, 12
2020/10/31, 151, 74, , 26, 1, 11
2020/11/1, 149, 66, , 20, , 13
2020/11/2, 130, 48, , 17, , 6
2020/11/3, 100, 60, , 14, 1, 5
2020/11/4, 146, 64, , 19, , 7
2020/11/5, 151, 62, , 18, 1, 8
2020/11/6, 148, 24, , 3, , 4
2020/11/7, 63, 9, , 6, , 3
2020/11/8, 14, 20, , 14, , 6
2020/11/9, 47, 45, , 11, , 6
2020/11/10, 93, 16, , 9, , 2
2020/11/11, 37, 19, , 9, , 1
2020/11/12, 49, 30, , 9, , 3
2020/11/13, 75, 36, , 14, , 5
2020/11/14, 84, 53, , 13, , 5
2020/11/15, 122, 52, , 18, , 8
2020/11/16, 119, 48, , 16, , 6
2020/11/17, 105, 31, , 15, , 4
2020/11/18, 73, 24, , 10, , 4
2020/11/19, 67, 15, , 13, , 8
2020/11/20, 54, 20, , 17, , 8
2020/11/21, 65, 15, , 11, 2, 3
2020/11/22, 41, 17, , 7, , 3
2020/11/23, 43, 15, , 14, , 4
2020/11/24, 40, 38, , 16, , 4
2020/11/25, 79, 17, , 14, 4, 3
2020/11/26, 38, 14, , 12, 13, 14
2020/11/27, 34, 35, , 12, 1, 7
2020/11/28, 83, 55, , 21, , 9
2020/11/29, 134, 80, , 14, , 9
2020/11/30, 166, 50, , 11, , 4
2020/12/1, 126, 47, , 17, 1, 10
2020/12/2, 111, 64, , 15, , 9
2020/12/3, 150, 83, , 19, , 8
2020/12/4, 170, 77, , 17, , 14
2020/12/5, 165, 51, , 12, , 3
2020/12/6, 129, 9, , 13, , 2
2020/12/7, 37, 20, , 12, , 2
2020/12/8, 66, 39, , 13, , 3
2020/12/9, 104, 40, , 14, , 3
2020/12/10, 108, 38, , 12, , 2
2020/12/11, 100, 35, , 14, 2, 3
2020/12/12, 92, 39, , 12, 4, 4
2020/12/13, 95, 54, , 15, 1, 4
2020/12/14, 131, 67, , 20, 1, 10
2020/12/15, 156, 95, , 18, 7, 18
2020/12/16, 178, 45, , 8, , 8
2020/12/17, 100, 13, , 11, 7, 2
2020/12/18, 31, 30, , 17, 1, 6
2020/12/19, 69, 63, , 16, , 8
2020/12/20, 150, 48, , 19, 1, 8
2020/12/21, 104, 66, , 18, 1, 9
2020/12/22, 147, 61, , 14, , 8
2020/12/23, 145, 15, , 7, , 2
2020/12/24, 44, 16, , 14, 1, 3
2020/12/25, 37, 42, , 19, , 9
2020/12/26, 82, 63, , 21, , 10
2020/12/27, 142, 64, , 24, , 9
2020/12/28, 134, 84, , 24, , 15
2020/12/29, 164, 95, , 16, , 15
2020/12/30, 177, 65, , 16, , 8
2020/12/31, 159, 96, , 20, 1, 15
2021/1/1, 187, 111, , 21, , 21
2021/1/2, 205, 74, , 14, , 18
2021/1/3, 164, 48, , 7, , 4
2020/8/25, 41, , , , , 
2020/8/29, 44, 31, , 12, , 3
2020/8/30, 52, 39, , 10, , 3
2020/8/31, 59, 35, , 11, , 3
2020/9/1, 57, 41, , 13, , 4
2020/9/2, 65, 46, , 17, , 4
2020/9/3, 71, 48, , 13, , 3
2020/9/4, 75, 40, , 13, , 2
2020/9/5, 67, 41, , 15, , 5
2020/9/6, 64, 41, , 11, 1, 3
2020/9/7, 60, 33, , 8, , 2
2020/9/8, 54, 35, , 6, , 7
2020/9/9, 56, 22, , 10, , 6
2020/9/10, 40, 51, , 11, , 6
2020/9/11, 70, 51, , 13, , 4
2020/9/12, 71, 48, , 10, , 3
2020/9/13, 68, 50, , 8, 9, 4
2020/9/14, 74, 36, , 6, , 4
2020/9/15, 59, 28, , 7, , 5
2020/9/16, 52, 37, , 10, , 3
2020/9/17, 58, 51, , 9, , 2
2020/9/18, 60, 39, , 6, , 7
2020/9/19, 57, 29, 2, 7, , 2
2020/9/20, 45, 64, , 8, 1, 2
2020/9/21, 75, 43, , 9, , 
2020/9/22, 63, 36, , 11, , 6
2020/9/23, 68, 37, , 13, , 5
2020/9/24, 69, 37, , 14, , 5
2020/9/25, 63, 51, , 14, , 4
2020/9/26, 77, 38, , 13, 1, 4
2020/9/27, 64, 50, , 9, 1, 3
2020/9/28, 67, 61, , 6, , 2
2020/9/29, 65, 63, , 7, , 2
2020/9/30, 76, 54, , 10, , 2
2022/1/3, , 11, 13, 5, 12, 3
2021/11/12, , 28, 15, 13, 10, 6
2021/11/16, , 27, 14, 12, 11, 2
2021/12/24, , 33, 13, 23, 11, 6
2020/8/24, , 17, , , , 
2020/8/28, , 18, , 9, , 2
2021/11/15, , , 15, 7, 12, 2
