date,pm25,pm10,o3,no2,so2,co
2021/8/8, 56, 29, 39, , , 
2021/8/9, 53, 24, 42, , 4, 1
2021/8/10, 46, 38, 31, , , 1
2021/8/11, 55, 37, 31, , , 1
2021/8/12, 55, 30, 32, , , 1
2021/8/13, 50, 21, 37, , , 1
2021/8/14, 39, 19, 36, , , 1
2021/8/15, 37, 33, 28, , , 2
2021/8/16, 61, 39, 31, , 4, 2
2021/8/17, 75, 46, 37, , , 1
2021/8/18, 78, 40, 35, , , 1
2021/8/19, 68, 32, 36, , , 1
2021/8/20, 58, 30, 38, , , 1
2021/8/21, 54, 33, 38, , , 1
2021/8/22, 56, 29, 45, , , 1
2021/8/23, 54, 30, 37, , 4, 1
2021/8/24, 60, 30, 37, , , 1
2021/8/25, 56, 33, 33, , , 1
2021/8/26, 56, 36, 39, , , 1
2021/8/27, 57, 37, 41, , , 1
2021/8/28, 59, 38, 31, , , 1
2021/8/29, 58, 46, 30, , , 1
2021/8/30, 58, 56, 34, , 4, 1
2021/8/31, 61, 40, 36, , , 1
2021/9/1, 54, 39, 39, , , 1
2021/9/2, 54, 32, 39, , , 1
2021/9/3, 42, 16, 31, , , 1
2021/9/4, 28, 23, 26, , , 1
2021/9/5, 34, 23, 26, , , 1
2021/9/6, 35, 15, 21, , 4, 1
2021/9/7, 26, 15, 13, , , 1
2021/9/8, 27, 20, 21, , , 1
2021/9/9, 38, 23, 26, , , 1
2021/9/10, 45, 21, 28, , , 1
2021/9/11, 41, 30, 32, , , 1
2021/9/12, 50, 42, 28, , , 2
2021/9/13, 64, 33, 29, , 4, 1
2021/9/14, 58, 28, 32, , , 1
2021/9/15, 48, 42, 33, , , 1
2021/9/16, 58, 23, 34, , , 1
2021/9/17, 42, 16, 31, , , 1
2021/9/18, 29, 19, 32, , , 1
2021/9/19, 37, 22, 28, , , 1
2021/9/20, 43, 20, 27, , 4, 1
2021/9/21, 41, 23, 29, , , 1
2021/9/22, 44, 15, 26, , , 1
2021/9/23, 24, 18, 22, , , 1
2021/9/24, 28, 20, 24, , , 1
2021/9/25, 25, 12, 29, , , 
2021/9/26, 21, 15, 22, , , 1
2021/9/27, 26, 17, 20, , , 1
2021/9/28, 32, 23, 12, , , 1
2021/9/29, 46, 16, 13, , , 1
2021/9/30, 35, 10, 16, , , 1
2021/4/1, 69, 37, 30, , , 1
2021/4/2, 62, 30, 33, , , 1
2021/4/3, 46, 25, 33, , , 1
2021/4/4, 47, 34, 28, , , 1
2021/4/5, 58, 35, 27, , 4, 1
2021/4/6, 53, 26, 19, , , 1
2021/4/7, 45, 48, 26, , , 2
2021/4/8, 69, 63, 27, , , 1
2021/4/9, 86, 34, 26, , , 1
2021/4/10, 52, 38, 8, , , 2
2021/4/11, 67, 44, 27, , , 1
2021/4/12, 75, 27, 23, , 4, 2
2021/4/13, 52, 24, 32, , , 1
2021/4/14, 48, 22, 27, , , 1
2021/4/15, 43, 29, 30, , , 1
2021/4/16, 56, 31, 26, , , 1
2021/4/17, 58, 39, 25, , , 1
2021/4/18, 66, 43, 26, , , 1
2021/4/19, 70, 46, 17, , 4, 1
2021/4/20, 74, 36, 10, , , 2
2021/4/21, 62, 25, 19, , , 1
2021/4/22, 49, 22, 35, , , 1
2021/4/23, 39, 40, 28, , , 1
2021/4/24, 62, 36, 32, , , 1
2021/4/25, 63, 37, 19, , , 1
2021/4/26, 65, 27, 34, , 4, 1
2021/4/27, 47, 29, 23, , 1, 2
2021/4/28, 52, 36, 23, , 1, 1
2021/4/29, 60, 32, 25, , , 1
2021/4/30, 61, 32, 26, , 1, 1
2021/5/1, 61, 29, 30, , 1, 1
2021/5/2, 60, 20, 30, , , 
2021/5/3, 44, 22, 32, , 4, 1
2021/5/4, 44, 26, 33, , , 
2021/5/5, 46, 16, 23, , 1, 1
2021/5/6, 35, 17, 31, , 1, 1
2021/5/7, 35, 23, 31, , , 1
2021/5/8, 49, 24, 32, , , 1
2021/5/9, 51, 21, 38, , 1, 
2021/5/10, 31, 17, 29, , 4, 1
2021/5/11, 31, 19, 28, , , 1
2021/5/12, 41, 30, 31, , 1, 1
2021/5/13, 54, 36, 33, , 1, 1
2021/5/14, 59, 43, 31, , , 1
2021/5/15, 67, 40, 34, , , 1
2021/5/16, 58, 38, 28, , , 
2021/5/17, 54, 30, 31, , 4, 1
2021/5/18, 49, 31, 31, , , 1
2021/5/19, 47, 31, 34, , , 
2021/5/20, 49, 55, 38, , , 1
2021/5/21, 68, 74, 38, , , 1
2021/5/22, 100, 48, 25, , , 1
2021/5/23, 90, 26, 27, , 1, 
2021/5/24, 36, 22, 29, , 4, 1
2021/5/25, 31, 21, 31, , , 
2021/5/26, 33, 17, 37, , , 
2021/5/27, 37, 23, 28, , , 1
2021/5/28, 44, 27, 31, , , 1
2021/5/29, 52, 29, 36, , , 
2021/5/30, 46, 25, 33, , , 
2021/5/31, 38, 32, 35, , 4, 1
2021/6/1, 47, 37, 25, , , 
2021/6/2, 52, 23, 39, , , 
2021/6/3, 27, 19, 37, , , 
2021/6/4, 29, 21, 36, , , 1
2021/6/5, 35, 17, 31, , , 
2021/6/6, 34, 14, 30, , , 
2021/6/7, 30, 17, 40, , 4, 1
2021/6/8, 35, 23, 28, , , 1
2021/6/9, 47, 23, 31, , , 1
2021/6/10, 50, 20, 28, , , 
2021/6/11, 42, 20, 36, , , 
2021/6/12, 42, 18, 26, , , 
2021/6/13, 39, 15, 30, , 2, 2
2021/6/14, 30, 28, 37, , 6, 5
2021/6/15, 52, 33, 34, , , 1
2021/6/16, 56, 37, 30, , , 1
2021/6/17, 57, 25, 35, , , 
2021/6/18, 37, 43, 35, , , 1
2021/6/19, 56, 43, 31, , , 1
2021/6/20, 57, 54, 27, , , 1
2021/6/21, 68, 65, 31, , 4, 1
2021/6/22, 86, 50, 35, , , 1
2021/6/23, 61, 52, 30, , , 1
2021/6/24, 60, 56, 30, , , 1
2021/6/25, 68, 55, 33, , , 1
2021/6/26, 63, 46, 33, , , 1
2021/6/27, 57, 44, 37, , , 
2021/6/28, 56, 32, 34, , 4, 1
2021/6/29, 48, 23, 40, , , 
2021/6/30, 40, 28, 43, , , 1
2021/2/15, 1, , 6, , , 
2021/2/16, 2, 9, 22, , , 
2021/2/17, 6, 8, 29, , , 1
2021/2/18, 20, 17, 17, , , 1
2021/2/19, 41, 24, 26, , , 1
2021/2/20, 58, 14, 27, , , 1
2021/2/21, 33, 23, 23, , , 1
2021/2/22, 56, 27, 34, , 4, 1
2021/2/23, 46, 26, 36, , , 1
2021/2/24, 38, 17, 23, , , 1
2021/2/25, 48, 23, 25, , 1, 1
2021/2/26, 57, 23, 21, , 1, 1
2021/2/27, 47, 24, 25, , 1, 1
2021/2/28, 50, 20, 30, , 1, 1
2021/3/1, 37, 18, 23, , 5, 1
2021/3/2, 35, 20, 23, , 1, 1
2021/3/3, 42, 21, 26, , 1, 1
2021/3/4, 33, 22, 26, , 1, 1
2021/3/5, 49, 22, 22, , 1, 1
2021/3/6, 48, 31, 35, , 1, 1
2021/3/7, 51, 17, 25, , 1, 1
2021/3/8, 35, 15, 23, , 4, 2
2021/3/9, 41, 26, 28, , , 1
2021/3/10, 51, 24, 23, , , 2
2021/3/11, 59, 15, 24, , , 1
2021/3/12, 43, 17, 27, , , 1
2021/3/13, 34, 19, 23, , , 1
2021/3/14, 46, 31, 24, , , 1
2021/3/15, 71, 30, 16, , 4, 2
2021/3/16, 75, 35, 22, , , 2
2021/3/17, 77, 33, 26, , , 1
2021/3/18, 68, 21, 26, , , 1
2021/3/19, 43, 20, 25, , , 1
2021/3/20, 41, 19, 23, , , 1
2021/3/21, 42, 21, 19, , , 1
2021/3/22, 50, 18, 18, , 4, 2
2021/3/23, 44, 30, 24, , , 2
2021/3/24, 56, 20, 30, , , 1
2021/3/25, 39, 16, 29, , , 1
2021/3/26, 29, 23, 30, , , 1
2021/3/27, 43, 20, 33, , , 1
2021/3/28, 32, 22, 28, , , 1
2021/3/29, 48, 25, 29, , 4, 1
2021/3/30, 53, 28, 24, , , 1
2021/3/31, 61, 35, 25, , , 1
2020/10/7, 44, 23, 21, , , 1
2020/10/8, 42, 23, 22, , 1, 1
2020/10/9, 47, 27, 25, , 1, 1
2020/10/10, 52, 31, 22, , , 1
2020/10/11, 57, 35, 19, , 1, 2
2020/10/12, 61, 35, 19, , 1, 1
2020/10/13, 62, 36, 21, , 1, 1
2020/10/14, 62, 40, 21, , 1, 1
2020/10/15, 68, 43, 21, , 1, 2
2020/10/16, 71, 45, 19, , 1, 1
2020/10/17, 72, 46, 22, , 1, 1
2020/10/18, 75, 46, 19, , 1, 2
2020/10/19, 78, 43, 28, , 1, 1
2020/10/20, 63, 21, 15, , 1, 1
2020/10/21, 41, 22, 10, , 1, 1
2020/10/22, 44, 24, 14, , 1, 2
2020/10/23, 51, 23, 17, , 1, 1
2020/10/24, 52, 27, 10, , 1, 2
2020/10/25, 55, 33, 18, , 1, 3
2020/10/26, 61, 32, 15, , 1, 2
2020/10/27, 64, 40, 17, , 1, 2
2020/10/28, 79, 42, , , , 
2020/10/29, 79, , , , , 
2020/7/1, 51, 33, , , 1, 1
2020/7/2, 56, 31, , , 1, 1
2020/7/3, 53, 39, , , , 1
2020/7/4, 66, 48, , , , 1
2020/7/5, 61, 37, , , 1, 1
2020/7/6, 56, 39, , , , 1
2020/7/7, 60, 35, , , 1, 1
2020/7/8, 54, 21, , , 1, 1
2020/7/9, 36, 21, , , , 1
2020/7/10, 41, 26, , , , 1
2020/7/11, 54, 26, , , 1, 1
2020/7/12, 53, 26, , , 1, 1
2020/7/13, 51, 19, , , , 1
2020/7/14, 35, 24, , , 1, 1
2020/7/15, 48, 23, , , 1, 1
2020/7/16, 48, 27, , , 1, 1
2020/7/17, 53, 22, , , 1, 1
2020/7/18, 48, 28, , , , 1
2020/7/19, 52, 36, , , 1, 1
2020/7/20, 62, 27, , , 1, 1
2020/7/21, 44, 20, , , 1, 1
2020/7/22, 40, 25, , , , 1
2020/7/23, 43, 25, , , , 1
2020/7/24, 52, , , , , 
2020/7/27, 61, 33, 36, , , 1
2020/7/28, 56, 21, 38, , , 1
2020/7/29, 40, 29, 38, , , 1
2020/7/30, 55, 20, 32, , , 1
2020/7/31, 39, 23, 32, , , 1
2020/8/1, 46, 16, 29, , , 1
2020/8/2, 30, 13, 30, , , 1
2020/8/3, 29, , , , , 
2020/4/1, 68, , , , , 
2020/6/5, 46, 23, , , , 1
2020/6/6, 40, 30, , , , 1
2020/6/7, 52, 31, , , , 1
2020/6/8, 51, 67, , , , 1
2020/6/9, 70, 32, , , , 1
2020/6/10, 51, 37, , , , 1
2020/6/11, 57, 36, , , , 1
2020/6/12, 60, 29, , , , 1
2020/6/13, 55, 35, , , 1, 1
2020/6/14, 59, 25, , , , 1
2020/6/15, 50, 27, , , , 1
2020/6/16, 49, 27, , , , 1
2020/6/17, 54, 26, , , , 1
2020/6/18, 56, 35, , , , 1
2020/6/19, 58, 31, , , , 1
2020/6/20, 53, 29, , , 1, 1
2020/6/21, 39, 26, , , , 1
2020/6/22, 42, 33, , , , 1
2020/6/23, 66, 35, , , , 1
2020/6/24, 54, 26, , , , 1
2020/6/25, 44, 32, , , , 1
2020/6/26, 53, 30, , , , 1
2020/6/27, 54, 33, , , , 1
2020/6/28, 58, 32, , , , 1
2020/6/29, 56, 32, , , , 1
2020/6/30, 52, 31, , , , 1
2020/1/1, 50, 9, 21, , , 
2020/1/2, 22, 17, 17, , , 
2020/1/3, 38, 21, 9, , , 
2020/1/4, 56, 24, 9, , , 
2020/1/5, 62, 31, 8, , , 
2020/1/6, 75, 36, 7, , , 
2020/1/7, 88, 42, 2, , , 
2020/1/8, 94, 32, 12, , , 
2020/1/9, 54, 16, 15, , 1, 
2020/1/10, 33, 15, 20, , , 
2020/1/11, 32, 15, 18, , , 
2020/1/12, 36, 23, 21, , , 
2020/1/13, 34, 23, 12, , 1, 
2020/1/14, 59, 21, 6, , 1, 
2020/1/15, 59, 20, , , 1, 
2020/1/16, 59, 38, 8, , 1, 
2020/1/17, 93, 18, 6, , 1, 
2020/1/18, 57, 34, 12, , , 
2020/1/19, 82, 33, 5, , , 
2020/1/20, 80, 33, 20, , 1, 
2020/1/21, 68, 16, 19, , 1, 
2020/1/22, 27, 16, 21, , 1, 
2020/1/23, 34, 25, 25, , , 
2020/1/24, 30, 14, 26, , 1, 
2020/1/25, 32, 25, 30, , , 
2020/1/26, 41, 30, 30, , 1, 
2020/1/27, 66, 45, 9, , 1, 
2020/1/28, 94, 49, 11, , 1, 
2020/1/29, 99, 43, 6, , 1, 
2020/1/30, 85, 39, 27, , 1, 
2020/1/31, 76, 13, 27, , 1, 1
2020/2/1, 25, 13, 26, , 1, 1
2020/2/2, 33, 25, 12, , 1, 2
2020/2/3, 55, 27, 18, , 1, 2
2020/2/4, 50, 24, 12, , 1, 2
2020/2/5, 47, 45, 9, , 3, 5
2020/2/6, 83, 41, 21, , 2, 4
2020/2/7, 76, 25, 27, , 1, 1
2020/2/8, 31, 25, 28, , , 1
2020/2/9, 34, 19, 20, , , 1
2020/2/10, 41, 24, 18, , , 1
2020/2/11, 54, 30, 18, , , 2
2020/2/12, 57, 23, 22, , 1, 1
2020/2/13, 45, 29, 24, , 1, 1
2020/2/14, 35, 19, 21, , 1, 1
2020/2/15, 40, 23, 27, , 1, 1
2020/2/16, 52, 35, 14, , 1, 2
2020/2/17, 77, 35, 18, , 1, 1
2020/2/18, 71, 47, 15, , 1, 2
2020/2/19, 95, 55, 21, , 2, 2
2020/2/20, 112, 54, 20, , 1, 2
2020/2/21, 112, 50, 21, , 1, 1
2020/2/22, 103, 34, 26, , 1, 1
2020/2/23, 60, 28, 21, , 1, 1
2020/2/24, 51, 37, 27, , 1, 1
2020/2/25, 42, 15, 25, , 1, 1
2020/2/26, 30, 32, 17, , 1, 2
2020/2/27, 63, 45, 30, , 1, 2
2020/2/28, 62, 25, 20, , 1, 1
2020/2/29, 49, 20, 28, , 1, 1
2020/3/1, 41, 15, 28, , 1, 1
2020/3/2, 35, 33, 14, , 2, 3
2020/3/3, 61, 31, 23, , 2, 1
2020/3/4, 63, 38, 25, , 2, 2
2020/3/5, 79, 40, 27, , 2, 2
2020/3/6, 84, 43, 28, , 2, 1
2020/3/7, 79, 50, 30, , 1, 1
2020/3/8, 81, 69, 24, , 1, 1
2020/3/9, 115, 78, 24, , 1, 1
2020/3/10, 126, 64, 23, , 2, 2
2020/3/11, 110, 53, 28, , 2, 1
2020/3/12, 86, 47, 22, , 2, 2
2020/3/13, 89, 39, 24, , 1, 2
2020/3/14, 83, 15, 31, , 1, 1
2020/3/15, 29, 14, 30, , 1, 1
2020/3/16, 31, 11, 25, , , 2
2020/3/17, 36, 12, 9, , , 2
2020/3/18, 41, 22, 20, , 1, 2
2020/3/19, 54, 22, 24, , 1, 1
2020/3/20, 45, 19, 24, , , 1
2020/3/21, 43, 15, 22, , , 1
2020/3/22, 38, 20, 31, , , 1
2020/3/23, 47, 26, 28, , , 1
2020/3/24, 57, 27, 33, , , 1
2020/3/25, 61, 34, 33, , , 1
2020/3/26, 60, 53, 32, , , 1
2020/3/27, 80, 51, 34, , , 1
2020/3/28, 74, 26, 24, , , 1
2020/3/29, 58, 22, 30, , , 1
2020/3/30, 39, 25, 35, , , 1
2020/3/31, 39, 34, 39, , , 1
2019/12/6, 69, 26, 7, 10, 1, 
2019/12/7, 65, 55, 14, 4, 1, 
2019/12/8, 129, 26, 8, 6, , 
2019/12/9, 50, 37, 26, 3, 1, 
2019/12/10, 90, 43, 7, 4, , 
2019/12/11, 104, 43, 5, 5, 1, 
2019/12/12, 105, 45, 12, 4, 1, 
2019/12/13, 108, 46, 18, 5, 1, 
2019/12/14, 108, 57, 5, 6, 1, 
2019/12/15, 121, 41, 1, 4, 1, 
2019/12/16, 73, 21, 20, 1, 1, 
2019/12/17, 44, 35, 19, , 1, 
2019/12/18, 76, 31, 7, , 1, 
2019/12/19, 48, 27, 24, , 1, 
2019/12/20, 52, 49, 29, , 1, 
2019/12/21, 114, 54, 10, , 1, 
2019/12/22, 131, 65, 4, , 1, 
2019/12/23, 139, 68, 1, , 1, 
2019/12/24, 138, 63, 1, , 2, 
2019/12/25, 124, 46, 1, , 2, 
2019/12/26, 86, 43, 5, , 2, 
2019/12/27, 83, 42, 8, , 1, 
2019/12/28, 46, 29, 15, , 1, 
2019/12/29, 71, , 8, , 1, 
2022/7/8, , 39, 38, , , 2
2022/7/31, , 31, 39, , , 2
2022/4/24, , 38, 37, 11, 1, 1
2021/7/12, , 41, 38, , 4, 1
2021/7/15, , 23, 35, , , 1
2020/10/6, , 27, 22, , 1, 1
2020/7/26, , 38, 35, , 1, 1
2020/6/4, , 25, , , , 1
2019/12/31, , 20, 17, , , 
2019/12/5, , 29, 23, 4, , 
2021/2/14, , , 6, , , 
2019/12/3, , , 10, 5, , 
2019/12/4, , , 22, 4, , 
2022/7/30, , , , , , 
